date,symbol,open,high,low,close,Volume BTC,Volume EUR
2023/12/22 0:00,BTC/EUR,39894.46,40296.61,39414.51,39736.76,1.72008903,68350.76496
2023/12/21 0:00,BTC/EUR,39949.14,40284.88,39529.99,39894.46,2.36819047,94477.67998
2023/12/20 0:00,BTC/EUR,38530.97,41117.44,38492.58,39949.14,3.56318704,142346.2579
2023/12/19 0:00,BTC/EUR,38893.92,39463.15,38193.6,38530.97,0.48303956,18611.9828
2023/12/18 0:00,BTC/EUR,37939.78,38893.92,37169.14,38893.92,1.26346502,49141.10741
2023/12/17 0:00,BTC/EUR,38800.76,41087,37700,37939.78,2.76469571,104891.947
2023/12/16 0:00,BTC/EUR,38658.62,39082.06,38427.1,38800.76,1.04512351,40551.58648
2023/12/15 0:00,BTC/EUR,39302.4,39302.4,38536.01,38658.62,0.28217635,10908.54829
2023/12/14 0:00,BTC/EUR,39628.21,39628.21,38000,39302.4,3.43356508,134947.3482
2023/12/13 0:00,BTC/EUR,38171,40137.27,37884.17,39628.21,2.65841168,105348.0963
2023/12/12 0:00,BTC/EUR,38440.88,38937.31,37801.36,38171,2.6743512,102082.6597
2023/12/11 0:00,BTC/EUR,40687.21,41963.62,37500,38440.88,2.64302423,101600.1773
2023/12/10 0:00,BTC/EUR,40931.43,40951.86,40500,40687.21,0.23041507,9374.94634
2023/12/9 0:00,BTC/EUR,41083.33,42124.99,40800,40931.43,0.80816305,33079.26931
2023/12/8 0:00,BTC/EUR,40096.13,42221.99,40085.02,41083.33,4.20148051,172610.8103
2023/12/7 0:00,BTC/EUR,40700.09,41155.93,39984.72,40096.13,5.48656763,219990.1289
2023/12/6 0:00,BTC/EUR,41054.99,41147.51,40393.41,40700.09,0.99426311,40466.59806
2023/12/5 0:00,BTC/EUR,38641.34,41998.92,38431.66,41054.99,8.44529028,346721.308
2023/12/4 0:00,BTC/EUR,36805.84,39299.99,36805.84,38641.34,5.14159828,198678.2473
2023/12/3 0:00,BTC/EUR,36301.02,37039.58,36248.19,36805.84,1.41762657,52176.93672
2023/12/2 0:00,BTC/EUR,35614.31,36551.62,35614.31,36301.02,1.20493853,43740.49768
2023/12/1 0:00,BTC/EUR,34613.37,35841.53,34613.09,35614.31,2.00184496,71294.32698
2023/11/30 0:00,BTC/EUR,34491.49,35099.99,34475.44,34613.37,1.72169103,59593.52865
2023/11/29 0:00,BTC/EUR,34569.2,35000,34395.62,34491.49,1.955292,67440.93447
2023/11/28 0:00,BTC/EUR,33970,34797.61,33750.12,34569.2,3.69191504,127626.5494
2023/11/27 0:00,BTC/EUR,34139.34,34224.12,33629.24,33970,2.0607384,70003.28345
2023/11/26 0:00,BTC/EUR,34513.4,35099.99,33500,34139.34,0.05868749,2003.552175
2023/11/25 0:00,BTC/EUR,34440.35,35099.99,33437.51,34513.4,0.42613443,14707.34804
2023/11/24 0:00,BTC/EUR,34117.4,35032.89,34117.4,34440.35,0.97353469,33528.87546
2023/11/23 0:00,BTC/EUR,34353.97,34434.88,33880.26,34117.4,1.39758255,47681.88289
2023/11/22 0:00,BTC/EUR,32809.11,34555.42,32768.18,34353.97,2.61976206,89999.22722
2023/11/21 0:00,BTC/EUR,34289.11,34317.01,32809.11,32809.11,2.92500293,95966.74288
2023/11/20 0:00,BTC/EUR,34283.03,34964.99,33828.28,34289.11,0.44790355,15358.2141
2023/11/19 0:00,BTC/EUR,33489.19,34283.03,33489.19,34283.03,0.03450276,1182.859156
2023/11/18 0:00,BTC/EUR,34249.99,34249.99,33352.93,33489.19,0.20202993,6765.818711
2023/11/17 0:00,BTC/EUR,33416.59,34249.99,33083.05,34249.99,4.80565155,164593.5175
2023/11/16 0:00,BTC/EUR,34931.25,35000,32951.42,33416.59,2.67484794,89384.29692
2023/11/15 0:00,BTC/EUR,32715.41,34931.25,32580.58,34931.25,2.13026808,74412.92687
2023/11/14 0:00,BTC/EUR,34089.67,34345.95,32229.88,32715.41,3.20302607,104788.3111
2023/11/13 0:00,BTC/EUR,34766.35,35456.13,34000,34089.67,2.63052881,89673.85906
2023/11/12 0:00,BTC/EUR,34521.05,35999.99,34521.05,34766.35,0.16431391,5712.594905
2023/11/11 0:00,BTC/EUR,35999.99,35999.99,34469.12,34521.05,0.87371834,30161.6745
2023/11/10 0:00,BTC/EUR,34429.23,35999.99,34086.14,35999.99,6.31919107,227490.8153
2023/11/9 0:00,BTC/EUR,33385.82,35427.01,33000,34429.23,1.91207765,65831.36119
2023/11/8 0:00,BTC/EUR,33078.63,33518.07,32952.45,33385.82,5.97002666,199314.2355
2023/11/7 0:00,BTC/EUR,32755.38,34015.21,32488.88,33078.63,3.19076568,105546.1573
2023/11/6 0:00,BTC/EUR,32881.61,33796.56,32500,32755.38,6.48287211,212348.9395
2023/11/5 0:00,BTC/EUR,32886.64,33999.99,32140,32881.61,0.90150249,29642.85329
2023/11/4 0:00,BTC/EUR,32414.3,33796.56,32353.81,32886.64,0.70957208,23335.44155
2023/11/3 0:00,BTC/EUR,32838.39,32979.62,30862.67,32414.3,4.33515005,140520.8543
2023/11/2 0:00,BTC/EUR,33576.72,33999.99,31000,32838.39,3.75945113,123454.3224
2023/11/1 0:00,BTC/EUR,32758.49,33796.57,32491.83,33576.72,3.58224875,120280.1632
2023/10/31 0:00,BTC/EUR,32488.62,32807.99,32250,32758.49,2.70274293,88537.77724
2023/10/30 0:00,BTC/EUR,32769.59,32774.99,32164.74,32488.62,3.349437,108818.5859
2023/10/29 0:00,BTC/EUR,32286.8,33999.99,32000,32769.59,0.17741989,5813.977053
2023/10/28 0:00,BTC/EUR,31897.88,32433.45,31897.88,32286.8,3.53399584,114101.4169
2023/10/27 0:00,BTC/EUR,32114.26,32200.66,31431.48,31897.88,1.14558877,36541.85311
2023/10/26 0:00,BTC/EUR,32370.25,32703.53,31865.78,32114.26,3.0133482,96771.44757
2023/10/25 0:00,BTC/EUR,31877.05,32881.61,31431.48,32370.25,2.36332186,76501.31944
2023/10/24 0:00,BTC/EUR,31043.66,32800,31043.66,31877.05,6.7103916,213907.4886
2023/10/23 0:00,BTC/EUR,28141.83,33500,28141.83,31043.66,2.78900564,86580.94283
2023/10/22 0:00,BTC/EUR,28297.65,28379.8,28090.52,28141.83,0.34402863,9681.595221
2023/10/21 0:00,BTC/EUR,27992.29,28713.12,27952.99,28297.65,0.60380941,17086.38735
2023/10/20 0:00,BTC/EUR,27150,28410.62,27150,27992.29,2.89982868,81172.84536
2023/10/19 0:00,BTC/EUR,26919.09,27286.5,26809.99,27150,5.56898898,151198.0508
2023/10/18 0:00,BTC/EUR,26978.54,27393.39,26771.77,26919.09,0.73853472,19880.6826
2023/10/17 0:00,BTC/EUR,27040,27189.05,26682.73,26978.54,1.44592568,39008.96379
2023/10/16 0:00,BTC/EUR,25770,28877.57,25770,27040,2.15171643,58182.41227
2023/10/15 0:00,BTC/EUR,25602.53,25958.47,25082.87,25770,0.35428243,9129.858221
2023/10/14 0:00,BTC/EUR,25581.45,25681.67,25581.45,25602.53,0.02623008,671.5564101
2023/10/13 0:00,BTC/EUR,25994.8,26477.25,25450,25581.45,1.42734143,36513.46342
2023/10/12 0:00,BTC/EUR,25251.84,25994.8,25082.87,25994.8,1.87553782,48754.23052
2023/10/11 0:00,BTC/EUR,25924.24,25994.8,25135,25251.84,1.49167695,37667.58767
2023/10/10 0:00,BTC/EUR,26157.68,26241,25822.46,25924.24,1.62901335,42230.93305
2023/10/9 0:00,BTC/EUR,26480,26480,25970,26157.68,0.6265859,16390.03346
2023/10/8 0:00,BTC/EUR,26460,26500,25500,26480,1.81385297,48030.82665
2023/10/7 0:00,BTC/EUR,26637.06,26637.06,26412.09,26460,0.04488656,1187.698378
2023/10/6 0:00,BTC/EUR,26139.17,26637.06,25970,26637.06,2.44305883,65075.90464
2023/10/5 0:00,BTC/EUR,26500,26735.35,26056.6,26139.17,0.53067741,13871.46704
2023/10/4 0:00,BTC/EUR,26239.32,26500,25704.41,26500,1.99900082,52973.52173
2023/10/3 0:00,BTC/EUR,26397.7,26557.03,26056.6,26239.32,0.63959432,16782.52003
2023/10/2 0:00,BTC/EUR,26541.82,27226.57,26135.12,26397.7,7.68234604,202796.2661
2023/10/1 0:00,BTC/EUR,25699.17,26596.09,25515.55,26541.82,1.35038341,35841.6334
2023/9/30 0:00,BTC/EUR,25479.99,25699.17,25479.99,25699.17,3.49383038,89788.54089
2023/9/29 0:00,BTC/EUR,25616.62,26043.71,25132.59,25479.99,6.84065448,174299.8077
2023/9/28 0:00,BTC/EUR,25013.23,26043.71,25013.23,25616.62,1.32323326,33896.76359
2023/9/27 0:00,BTC/EUR,24768.97,25461.58,24768.97,25013.23,3.92976615,98296.14456
2023/9/26 0:00,BTC/EUR,24841.95,24930.05,24682.96,24768.97,4.38500788,108612.1286
2023/9/25 0:00,BTC/EUR,24615.88,24995,24461.17,24841.95,3.46425161,86058.76528
2023/9/24 0:00,BTC/EUR,24966.29,25538.31,24608.81,24615.88,0.31237077,7689.28139
2023/9/23 0:00,BTC/EUR,24979.52,25019.13,24953.32,24966.29,0.0374573,935.1698144
2023/9/22 0:00,BTC/EUR,24954.76,25156.97,24757.33,24979.52,1.17952687,29464.01504
2023/9/21 0:00,BTC/EUR,25538.31,25999.99,24831.93,24954.76,1.42538418,35570.12012
2023/9/20 0:00,BTC/EUR,25447.73,25615.26,25208.32,25538.31,1.59544361,40744.9335
2023/9/19 0:00,BTC/EUR,25083.92,25721.67,24981.8,25447.73,1.74610917,44434.51471
2023/9/18 0:00,BTC/EUR,24843.06,25710.68,24827.09,25083.92,1.27111842,31884.63276
2023/9/17 0:00,BTC/EUR,24923.36,25081.4,24831.93,24843.06,0.43573852,10825.0782
2023/9/16 0:00,BTC/EUR,25057.08,25064.2,24881.31,24923.36,0.67979554,16942.78897
2023/9/15 0:00,BTC/EUR,25029.41,25245.29,24647.27,25057.08,2.4242014,60743.40842
2023/9/14 0:00,BTC/EUR,24467.75,25232.79,24387.69,25029.41,2.46533732,61705.93857
2023/9/13 0:00,BTC/EUR,24023.56,24558.71,23997.51,24467.75,1.35387845,33126.35944
2023/9/12 0:00,BTC/EUR,23413.73,24706.93,23413.73,24023.56,1.52527106,36642.44083
2023/9/11 0:00,BTC/EUR,24181,24181,23300,23413.73,0.26817595,6278.999286
2023/9/10 0:00,BTC/EUR,24204.84,24264.92,23948.61,24181,1.4351126,34702.45778
2023/9/9 0:00,BTC/EUR,24238.18,24238.18,24167.6,24204.84,0.25345045,6134.72759
2023/9/8 0:00,BTC/EUR,24488.23,24538.24,24010,24238.18,0.38800467,9404.527032
2023/9/7 0:00,BTC/EUR,24002.39,24999.98,24002.39,24488.23,1.60730926,39360.15884
2023/9/6 0:00,BTC/EUR,24047.46,24495.1,23840.33,24002.39,0.80207417,19251.69704
2023/9/5 0:00,BTC/EUR,23899.1,24435.11,23750,24047.46,0.5202588,12510.90268
2023/9/4 0:00,BTC/EUR,24116.61,24451,23856.18,23899.1,0.51040947,12198.32696
2023/9/3 0:00,BTC/EUR,24495,24495,24006.44,24116.61,0.22261298,5368.67042
2023/9/2 0:00,BTC/EUR,24471.06,24495,23924.1,24495,0.36870231,9031.363083
2023/9/1 0:00,BTC/EUR,23968.43,24498,23520,24471.06,1.96017022,47967.44306
2023/8/31 0:00,BTC/EUR,25474.37,25999.99,23850,23968.43,4.01004603,96114.50757
2023/8/30 0:00,BTC/EUR,25466.37,25474.37,24796.97,25474.37,2.79423975,71181.49726
2023/8/29 0:00,BTC/EUR,24038.14,25973.71,24038.14,25466.37,3.22417622,82108.06456
2023/8/28 0:00,BTC/EUR,24160.31,24266.39,23978.17,24038.14,0.69513482,16709.74812
2023/8/27 0:00,BTC/EUR,24130.68,24475.49,24089.43,24160.31,0.04774237,1153.470459
2023/8/26 0:00,BTC/EUR,23850.01,24169.65,23850.01,24130.68,0.14544412,3509.665518
2023/8/25 0:00,BTC/EUR,24271.26,24750,23850.01,23850.01,4.79731184,114415.9354
2023/8/24 0:00,BTC/EUR,24378.39,24481.34,24010,24271.26,2.10464293,51082.33576
2023/8/23 0:00,BTC/EUR,24000,24999.91,23937.77,24378.39,3.05863469,74564.58934
2023/8/22 0:00,BTC/EUR,24074.61,24074.61,23450.69,24000,0.75384805,18092.3532
2023/8/21 0:00,BTC/EUR,24096.15,24102.59,23798.62,24074.61,2.31894644,55827.73115
2023/8/20 0:00,BTC/EUR,24009.26,24500,24008.23,24096.15,2.1279501,51275.4048
2023/8/19 0:00,BTC/EUR,23994.9,24144.13,23812.17,24009.26,1.84379864,44268.24094
2023/8/18 0:00,BTC/EUR,24850.48,24850.48,23600,23994.9,14.68789989,352434.6891
2023/8/17 0:00,BTC/EUR,26500,26500,23000,24850.48,11.69694535,290674.7065
2023/8/16 0:00,BTC/EUR,26708.93,26811.05,26500,26500,1.53573267,40696.91576
2023/8/15 0:00,BTC/EUR,27007.16,27007.16,26708.93,26708.93,1.44053888,38475.25211
2023/8/14 0:00,BTC/EUR,26776.41,27138.76,26660.31,27007.16,2.16182154,58384.66022
2023/8/13 0:00,BTC/EUR,26891.36,26999.99,26776.41,26776.41,0.0358451,959.8030941
2023/8/12 0:00,BTC/EUR,26859.94,26926.4,26855.64,26891.36,0.29862806,8030.514668
2023/8/11 0:00,BTC/EUR,26812.06,26908.93,26735.11,26859.94,0.27780666,7461.870219
2023/8/10 0:00,BTC/EUR,26958,27007.16,26708.93,26812.06,1.58837893,42587.71117
2023/8/9 0:00,BTC/EUR,27150.52,27453.68,26806.44,26958,5.83935635,157417.3685
2023/8/8 0:00,BTC/EUR,26567.91,27519.49,26514.99,27150.52,2.53984537,68958.12252
2023/8/7 0:00,BTC/EUR,26480.55,26908.92,26100.01,26567.91,1.28878043,34240.20247
2023/8/6 0:00,BTC/EUR,26432.91,26567.9,26334.17,26480.55,0.24112064,6385.007164
2023/8/5 0:00,BTC/EUR,26100.01,26432.91,26100.01,26432.91,0.19534057,5163.419706
2023/8/4 0:00,BTC/EUR,26646.03,26713.51,26100.01,26100.01,1.63338567,42631.38232
2023/8/3 0:00,BTC/EUR,26762.24,26908.93,26563.34,26646.03,1.53047073,40780.96899
2023/8/2 0:00,BTC/EUR,27007.16,27304.02,26466.72,26762.24,4.25128256,113773.8442
2023/8/1 0:00,BTC/EUR,26571.98,27007.16,26123.12,27007.16,3.59368905,97055.33516
2023/7/31 0:00,BTC/EUR,26541.54,26781.91,26466.74,26571.98,2.6987024,71709.8662
2023/7/30 0:00,BTC/EUR,26688.67,26762.24,26400,26541.54,3.20558082,85081.05156
2023/7/29 0:00,BTC/EUR,26645.76,26705.34,26583.01,26688.67,1.86901683,49881.5734
2023/7/28 0:00,BTC/EUR,26638.37,26762.24,26528.83,26645.76,2.33899825,62324.38601
2023/7/27 0:00,BTC/EUR,26514.98,26830.88,26466.72,26638.37,1.17488561,31297.03759
2023/7/26 0:00,BTC/EUR,26449.1,26762.24,26364.71,26514.98,1.24426307,32991.61042
2023/7/25 0:00,BTC/EUR,26417.39,26616.35,26293.34,26449.1,1.42630057,37724.36641
2023/7/24 0:00,BTC/EUR,27056.41,27056.41,26170.99,26417.39,5.08753742,134399.4602
2023/7/23 0:00,BTC/EUR,26700,27292.39,25883.1,27056.41,1.40576385,38034.92309
2023/7/22 0:00,BTC/EUR,26929.34,26958,26700,26700,0.09019225,2408.133075
2023/7/21 0:00,BTC/EUR,26812.41,26987.03,26772.62,26929.34,1.14132093,30735.01937
2023/7/20 0:00,BTC/EUR,26760.04,27147.35,26539.68,26812.41,3.09017419,82855.01735
2023/7/19 0:00,BTC/EUR,26623.91,26902.18,26623.91,26760.04,2.69154302,72025.79888
2023/7/18 0:00,BTC/EUR,26813.24,27809.7,26364.71,26623.91,2.60235511,69284.86824
2023/7/17 0:00,BTC/EUR,26948.96,27047.69,25812.71,26813.24,1.77201591,47513.48788
2023/7/16 0:00,BTC/EUR,27021.04,27510.9,26849.61,26948.96,1.05888211,28535.77163
2023/7/15 0:00,BTC/EUR,26963.95,27088.75,26963.95,27021.04,0.14539129,3928.623863
2023/7/14 0:00,BTC/EUR,28035.12,28177.44,26700,26963.95,1.66808395,44978.13222
2023/7/13 0:00,BTC/EUR,27342.98,28391.5,27243.87,28035.12,3.53101265,98992.36336
2023/7/12 0:00,BTC/EUR,27812.77,28126.33,27188.78,27342.98,1.89767706,51888.1459
2023/7/11 0:00,BTC/EUR,27679.18,28022.81,27675.55,27812.77,3.57186446,99343.4447
2023/7/10 0:00,BTC/EUR,27504.35,28259,27452.55,27679.18,2.17527355,60209.78814
2023/7/9 0:00,BTC/EUR,27635.72,27943.98,27504.35,27504.35,1.64800903,45327.41716
2023/7/8 0:00,BTC/EUR,27626.63,27749.4,27492.24,27635.72,1.53867026,42522.26048
2023/7/7 0:00,BTC/EUR,27612.53,27936.45,27456.04,27626.63,4.57349148,126350.1569
2023/7/6 0:00,BTC/EUR,28005.46,28969.82,27456.04,27612.53,2.91227216,80415.20239
2023/7/5 0:00,BTC/EUR,28352.09,28412.85,27784.33,28005.46,6.1985318,173592.7344
2023/7/4 0:00,BTC/EUR,28570.88,28729.79,28199.47,28352.09,2.02175672,57321.02848
2023/7/3 0:00,BTC/EUR,28099.41,28755.51,28083.23,28570.88,1.93425028,55263.23264
2023/7/2 0:00,BTC/EUR,28041.03,28211.98,27734.13,28099.41,1.13504792,31894.17687
2023/7/1 0:00,BTC/EUR,27888.21,28099.41,27852.25,28041.03,0.2958128,8294.895599
2023/6/30 0:00,BTC/EUR,28021.59,28755.51,27189,27888.21,3.63567321,101392.418
2023/6/29 0:00,BTC/EUR,27586.94,28370,27586.94,28021.59,1.70361696,47738.05597
2023/6/28 0:00,BTC/EUR,28000,28030.14,27394.99,27586.94,0.76750748,21173.1828
2023/6/27 0:00,BTC/EUR,27774.1,28255.69,27705.58,28000,0.96134625,26917.695
2023/6/26 0:00,BTC/EUR,27972,28022.81,27456.04,27774.1,3.28495069,91236.54896
2023/6/25 0:00,BTC/EUR,27965.83,28439.18,27811.15,27972,1.1387839,31854.06325
2023/6/24 0:00,BTC/EUR,28127.83,28255.69,27792.61,27965.83,0.91371116,25552.69097
2023/6/23 0:00,BTC/EUR,27334.45,28821.98,27254.79,28127.83,2.66536674,74970.98255
2023/6/22 0:00,BTC/EUR,27333.69,27745.58,26975.57,27334.45,8.3223608,227487.1552
2023/6/21 0:00,BTC/EUR,26000.08,28087.97,25923.7,27333.69,5.48960127,150051.0593
2023/6/20 0:00,BTC/EUR,24574.52,26000.08,24488.81,26000.08,0.7246004,18839.66837
2023/6/19 0:00,BTC/EUR,24043.1,24721.03,24043.1,24574.52,2.36373512,58087.65598
2023/6/18 0:00,BTC/EUR,24269.46,24630.04,24043.1,24043.1,0.10536466,2533.293057
2023/6/17 0:00,BTC/EUR,24264.61,24500,24037.69,24269.46,5.29740903,128565.2566
2023/6/16 0:00,BTC/EUR,23489.62,24269.46,23124.05,24264.61,1.4598102,35421.72518
2023/6/15 0:00,BTC/EUR,23079.69,23500,22844.03,23489.62,2.5254714,59322.36351
2023/6/14 0:00,BTC/EUR,24073.34,24995.98,22991.29,23079.69,2.24731171,51867.2576
2023/6/13 0:00,BTC/EUR,24096.49,24413.02,23881.06,24073.34,2.72370445,65568.66328
2023/6/12 0:00,BTC/EUR,24043.1,24235.19,23920,24096.49,1.67973823,40475.79546
2023/6/11 0:00,BTC/EUR,24132.65,24415.27,23901.67,24043.1,0.0780584,1876.765917
2023/6/10 0:00,BTC/EUR,24610.21,24667.52,23698.01,24132.65,2.09546348,50569.08675
2023/6/9 0:00,BTC/EUR,24629.6,24822.2,24490.45,24610.21,0.20655329,5083.319843
2023/6/8 0:00,BTC/EUR,24555.93,24903.99,24503.63,24629.6,3.50784244,86396.75616
2023/6/7 0:00,BTC/EUR,25410.29,25571.06,24455.84,24555.93,6.6155567,162451.1472
2023/6/6 0:00,BTC/EUR,24020.92,25574.56,23777,25410.29,2.63638302,66991.25709
2023/6/5 0:00,BTC/EUR,25342.98,25373.86,23805,24020.92,12.53478037,301096.9565
2023/6/4 0:00,BTC/EUR,25306.89,25649.53,25220.13,25342.98,1.38595427,35124.21135
2023/6/3 0:00,BTC/EUR,25495.43,25555.12,25183.6,25306.89,1.1639795,29456.70117
2023/6/2 0:00,BTC/EUR,24929.91,25555.11,24758.65,25495.43,2.1370376,54484.69254
2023/6/1 0:00,BTC/EUR,25475.17,25580.42,24852.25,24929.91,3.17431965,79135.50319
2023/5/31 0:00,BTC/EUR,25857.33,25976.68,25259.91,25475.17,5.01503053,127758.7553
2023/5/30 0:00,BTC/EUR,25960.06,26212.06,25777.29,25857.33,2.43089657,62856.49481
2023/5/29 0:00,BTC/EUR,26210.31,26526.88,25767.62,25960.06,9.27254267,240715.7641
2023/5/28 0:00,BTC/EUR,25041.43,26322.63,24982.03,26210.31,0.71649811,18779.63758
2023/5/27 0:00,BTC/EUR,24891.97,25041.43,24819.06,25041.43,0.19111707,4785.84473
2023/5/26 0:00,BTC/EUR,24662.86,25088.32,24547.51,24891.97,2.74288732,68275.86888
2023/5/25 0:00,BTC/EUR,24478.48,25180.98,24100,24662.86,1.54557102,38118.20169
2023/5/24 0:00,BTC/EUR,25230.17,25265.53,24250,24478.48,2.21985554,54338.68944
2023/5/23 0:00,BTC/EUR,24844.6,25413.04,24221.05,25230.17,6.62071715,167041.8192
2023/5/22 0:00,BTC/EUR,24742.41,25026.49,24559.27,24844.6,0.5372517,13347.80359
2023/5/21 0:00,BTC/EUR,25082.22,25237.65,24043.11,24742.41,1.44096931,35653.05347
2023/5/20 0:00,BTC/EUR,24911.67,25154.59,24839.28,25082.22,0.25993557,6519.761153
2023/5/19 0:00,BTC/EUR,24923.74,25131.64,24691.37,24911.67,4.78883269,119297.8197
2023/5/18 0:00,BTC/EUR,25320.71,25444.03,24556.91,24923.74,4.19440683,104540.3053
2023/5/17 0:00,BTC/EUR,24970.99,26217.74,24580.92,25320.71,3.79642615,96128.20558
2023/5/16 0:00,BTC/EUR,24991.16,25103.4,24712.96,24970.99,1.64967375,41193.98671
2023/5/15 0:00,BTC/EUR,24792.52,25405.56,24671.72,24991.16,2.31409271,57831.86117
2023/5/14 0:00,BTC/EUR,24698.72,25063.24,23750.01,24792.52,0.41561357,10304.10775
2023/5/13 0:00,BTC/EUR,24787.53,24909.37,24635.87,24698.72,0.29010109,7165.125594
2023/5/12 0:00,BTC/EUR,24787.53,25180.99,23808.2,24787.53,4.26945018,105829.1244
2023/5/11 0:00,BTC/EUR,25137.84,25257.08,23894.81,24787.53,1.54333409,38255.44006
2023/5/10 0:00,BTC/EUR,25328.93,25760.55,24490.45,25137.84,1.06181963,26691.85197
2023/5/9 0:00,BTC/EUR,25172.91,25934.82,25008.03,25328.93,0.9911293,25104.24466
2023/5/8 0:00,BTC/EUR,25830.77,25931.4,24854.32,25172.91,1.36917297,34466.06795
2023/5/7 0:00,BTC/EUR,26236.68,27949.54,25830.77,25830.77,1.07170067,27682.85352
2023/5/6 0:00,BTC/EUR,26794.01,27032.09,25883.09,26236.68,0.28773817,7549.29429
2023/5/5 0:00,BTC/EUR,26293.84,26908.95,26211.41,26794.01,2.09099758,56026.21007
2023/5/4 0:00,BTC/EUR,26170.99,26568.89,25504.16,26293.84,3.3136699,87129.10616
2023/5/3 0:00,BTC/EUR,26046.83,26417.39,25478.15,26170.99,2.82701452,73985.76873
2023/5/2 0:00,BTC/EUR,26074.67,26239.47,25410.29,26046.83,1.85884117,48416.91995
2023/5/1 0:00,BTC/EUR,26559.85,26625.31,25306.43,26074.67,3.13444167,81729.53218
2023/4/30 0:00,BTC/EUR,26529.01,27200.81,25692.92,26559.85,0.55406187,14715.80016
2023/4/29 0:00,BTC/EUR,26628.67,26736.18,26461.47,26529.01,0.1463419,3882.305729
2023/4/28 0:00,BTC/EUR,26756.44,26848.99,25883.09,26628.67,0.54562173,14529.18099
2023/4/27 0:00,BTC/EUR,25744.83,27108.13,25744.83,26756.44,1.05627712,28262.21538
2023/4/26 0:00,BTC/EUR,25824.52,27161.29,24758.33,25744.83,4.39191543,113069.1161
2023/4/25 0:00,BTC/EUR,24903.99,25839.36,24734.22,25824.52,1.24273716,32093.09064
2023/4/24 0:00,BTC/EUR,25111.33,25415.62,24500,24903.99,1.67518324,41718.74666
2023/4/23 0:00,BTC/EUR,25355.07,25390.21,24961.91,25111.33,2.1822419,54798.99649
2023/4/22 0:00,BTC/EUR,24846.34,25766.52,24787.05,25355.07,0.84813822,21504.60394
2023/4/21 0:00,BTC/EUR,25705.14,26500,24766.56,24846.34,0.68679389,17064.3145
2023/4/20 0:00,BTC/EUR,26340.36,26535.65,25595.58,25705.14,2.55723642,65734.12019
2023/4/19 0:00,BTC/EUR,27725.1,27725.1,26191.08,26340.36,2.99997546,79020.43361
2023/4/18 0:00,BTC/EUR,26954.1,27758.06,26700,27725.1,2.04257041,56630.46887
2023/4/17 0:00,BTC/EUR,27578.54,27578.54,26786.01,26954.1,2.13251098,57479.91421
2023/4/16 0:00,BTC/EUR,27614.26,27830.52,27350,27578.54,1.04313889,28768.2476
2023/4/15 0:00,BTC/EUR,27705.62,27752.38,27555.48,27614.26,0.16020698,4423.9972
2023/4/14 0:00,BTC/EUR,27465.69,28047.14,27366.96,27705.62,2.67112029,74005.04373
2023/4/13 0:00,BTC/EUR,27228.2,27684.29,27228.2,27465.69,1.54807729,42519.01094
2023/4/12 0:00,BTC/EUR,27702.74,27840.73,27164.62,27228.2,2.61824268,71290.03534
2023/4/11 0:00,BTC/EUR,27307.97,27998.09,27307.97,27702.74,8.69776233,240951.8484
2023/4/10 0:00,BTC/EUR,25998.34,27415.93,25964.77,27307.97,2.64882512,72334.03691
